2000	0.00193095207214	heapsort	Angel	1	

4000	0.00280499458313	heapsort	Angel	1	

6000	0.00309014320374	heapsort	Angel	1	

8000	0.00275301933289	heapsort	Angel	1	

10000	0.00321102142334	heapsort	Angel	1	

12000	0.00371193885803	heapsort	Angel	1	

14000	0.00478076934814	heapsort	Angel	1	

16000	0.00615000724792	heapsort	Angel	1	

18000	0.00457096099854	heapsort	Angel	1	

20000	0.0049729347229	heapsort	Angel	1	

22000	0.00635695457458	heapsort	Angel	1	

24000	0.00627613067627	heapsort	Angel	1	

26000	0.00657105445862	heapsort	Angel	1	

28000	0.00666499137878	heapsort	Angel	1	

30000	0.00703692436218	heapsort	Angel	1	

32000	0.00744891166687	heapsort	Angel	1	

34000	0.00787210464478	heapsort	Angel	1	

36000	0.0083270072937	heapsort	Angel	1	

38000	0.00857710838318	heapsort	Angel	1	

40000	0.00915718078613	heapsort	Angel	1	

42000	0.00961804389954	heapsort	Angel	1	

44000	0.00987005233765	heapsort	Angel	1	

46000	0.0013108882904	heapsort	Angel	1	

48000	0.0107529163361	heapsort	Angel	1	

50000	0.0112509727478	heapsort	Angel	1	

52000	0.0116639137268	heapsort	Angel	1	

54000	0.0120558738708	heapsort	Angel	1	

56000	0.0125639438629	heapsort	Angel	1	

58000	0.0130610466003	heapsort	Angel	1	

60000	0.0137360095978	heapsort	Angel	1	

62000	0.0139071941376	heapsort	Angel	1	

64000	0.0144689083099	heapsort	Angel	1	

66000	0.0147531032562	heapsort	Angel	1	

68000	0.015280008316	heapsort	Angel	1	

70000	0.0159199237823	heapsort	Angel	1	

72000	0.0163950920105	heapsort	Angel	1	

74000	0.0165050029755	heapsort	Angel	1	

76000	0.0169608592987	heapsort	Angel	1	

78000	0.0174269676208	heapsort	Angel	1	

80000	0.0177600383759	heapsort	Angel	1	

82000	0.0186290740967	heapsort	Angel	1	

84000	0.0189828872681	heapsort	Angel	1	

86000	0.0191040039062	heapsort	Angel	1	

88000	0.020280122757	heapsort	Angel	1	

90000	0.020348072052	heapsort	Angel	1	

92000	0.0212860107422	heapsort	Angel	1	

94000	0.0211420059204	heapsort	Angel	1	

96000	0.021693944931	heapsort	Angel	1	

98000	0.0222189426422	heapsort	Angel	1	

100000	0.0225729942322	heapsort	Angel	1	

102000	0.0231990814209	heapsort	Angel	1	

104000	0.0234980583191	heapsort	Angel	1	

106000	0.024365901947	heapsort	Angel	1	

108000	0.024267911911	heapsort	Angel	1	

110000	0.0266480445862	heapsort	Angel	1	

112000	0.0250630378723	heapsort	Angel	1	

114000	0.0256178379059	heapsort	Angel	1	

116000	0.0260860919952	heapsort	Angel	1	

118000	0.0269320011139	heapsort	Angel	1	

120000	0.0271439552307	heapsort	Angel	1	

122000	0.027547121048	heapsort	Angel	1	

124000	0.0281429290771	heapsort	Angel	1	

126000	0.0286619663239	heapsort	Angel	1	

128000	0.0289890766144	heapsort	Angel	1	

130000	0.0293629169464	heapsort	Angel	1	

132000	0.0298969745636	heapsort	Angel	1	

134000	0.0305531024933	heapsort	Angel	1	

136000	0.0311660766602	heapsort	Angel	1	

138000	0.0317859649658	heapsort	Angel	1	

140000	0.032054901123	heapsort	Angel	1	

142000	0.0323538780212	heapsort	Angel	1	

144000	0.0335819721222	heapsort	Angel	1	

146000	0.0333988666534	heapsort	Angel	1	

148000	0.0341000556946	heapsort	Angel	1	

150000	0.034656047821	heapsort	Angel	1	

152000	0.0347371101379	heapsort	Angel	1	

154000	0.0351848602295	heapsort	Angel	1	

156000	0.0358700752258	heapsort	Angel	1	

158000	0.0363202095032	heapsort	Angel	1	

160000	0.036700963974	heapsort	Angel	1	

162000	0.0374109745026	heapsort	Angel	1	

164000	0.0374338626862	heapsort	Angel	1	

166000	0.0381400585175	heapsort	Angel	1	

168000	0.0386869907379	heapsort	Angel	1	

170000	0.0392639636993	heapsort	Angel	1	

172000	0.0397999286652	heapsort	Angel	1	

174000	0.0401649475098	heapsort	Angel	1	

176000	0.040778875351	heapsort	Angel	1	

178000	0.0415980815887	heapsort	Angel	1	

180000	0.0415351390839	heapsort	Angel	1	

182000	0.0426249504089	heapsort	Angel	1	

184000	0.0424828529358	heapsort	Angel	1	

186000	0.0431361198425	heapsort	Angel	1	

188000	0.0439651012421	heapsort	Angel	1	

190000	0.0441598892212	heapsort	Angel	1	

192000	0.0449011325836	heapsort	Angel	1	

194000	0.0448479652405	heapsort	Angel	1	

196000	0.0454611778259	heapsort	Angel	1	

198000	0.046247959137	heapsort	Angel	1	

200000	0.0470249652863	heapsort	Angel	1	
